Title,Plot,Cast,Genre,Runtime,Director,Production House,Release Dates,Image URL,Rating,Total Ratings,Movie URL
Samhalinchha Kahile Mann(2022),"PLOT The eternal relationship of three young hearts; Shreya, Satish, and Roman grows from friendship when the boys fall in love with the same girl. Their relationship reveals the extraordinary spectrum's of love and friendship.","Akash ShresthaSatish, Pooja SharmaShreya, Sonam TopdenRoman, Saroj KhanalShreya's Father, Dhiren ShakyaSatish's Father, Gauri MallaShreya's Mother, Kumud PantPandit","Adventure,Romance",2h 8m,Sudarshan Thapa,"Victor Cinema,AB International","17 Bhadra, 2079, 2 September, 2022",https://img.youtube.com/vi/E_z2u__GeQ4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/samhalinchha-kahile-mann
Jhingedau(2022),"PLOT Jhinge Dau is a story of two sisters-in-law engage in a playful yet high-stakes game called ‘Jhinge Dau’. This traditional game involves betting on the outcome of a dice roll, and it’s all fun and games until chaos ensues. As the dice tumble, secrets are revealed, alliances are formed, and relationships are put to the test. The movie delves into the socio-cultural fabric of Nepali society, where gambling can lead to unexpected consequences. With humor and wit, ‘Jhinge Dau’ portrays the ripple effects of this seemingly harmless game. As the stakes rise, tensions escalate, and the sisters-in-law find themselves caught in a web of intrigue and mischief.","Keki Adhikari, Anchal Sharma, Mukun Bhusal, Kushal Bista, Hiuwala Gautam, Sangam Bhandari, Aayan Khadka, Abhaya Raj Baral, Vijay Deuja","Drama,Romance,Family",2h 10m,Gyanendra Deuja,"Film Crew Nepal,Kapangadhi Cinema","17 Bhadra, 2079, 2 September, 2022",https://img.youtube.com/vi/mPcJ7KcbMZE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jhingedau
Prakash(2022),"PLOT Prakash, a young and ambitious artist, struggles to find his true purpose. His life takes an unexpected turn when he stumbles upon an ancient manuscript that reveals a hidden power within him. As Prakash grapples with newfound abilities, he becomes embroiled in a battle between light and darkness. Along the way, he discovers love, betrayal, and the ultimate sacrifice. Will Prakash harness his gifts to save his world, or will he succumb to the shadows? The fate of all hangs in the balance.","Pradeep Khadka, Deeya Maskey, Prakash Ghimire, Rajan Khatiwada, Renu Yogi",Drama,2h 5m,Dinesh Raut,Binish Entertainment,"10 Bhadra, 2079, 26 August, 2022",https://img.youtube.com/vi/hATIWLRJKUs/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/prakash
The Secrets of Radha(2022),Plot not found,"Shristi Shrestha, Menuka Pradhan, Divya Dev, Puskar Gurung, Saurab Oli, Dayahang Rai, Nischal Basnet, Saugat Malla, Buddhi Tamang, Khagendra Lamichhane",Drama,1h 50m,Subarna Thapa,Ami Films,"10 Bhadra, 2079, 26 August, 2022",,,,https://www.thefilmnepal.com/movie/the-secrets-of-radha
Premganj(2022),"PLOT The story is regarding a doctor, RAJA, and his lost girlfriend, Maina, who he founds after 15 years. The story is based on the love affair and life struggle of these two lovers ‘MAINARAJA’.","Benisha HamalMaina, Tej GiriRaja, Sanjog RasailiDoctor Sanjog, Simran Khadka, Sampada Baniya, Supriya Khanal, Aayushi Dhakal","Drama,Romance",2h 40m,Parichhed Sen,"Parichhed Sen Film,Chalachitra Chautari","3 Bhadra, 2079, 19 August, 2022",https://img.youtube.com/vi/Hu1CuO2wd3o/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/premganj
Krishna Leela(2022),PLOT Creating pure love by two souls from different corners is possible with difficulties. Krishna-Leela is the subject of those difficulties faced by two souls while creating magic in love.,"Puspa KhadkaKrishna, Shraddha ChhetriLeela, Buddhi Tamang, Rabindra Jha, Bhawana Gurung, Nabin Regmi","Drama,Romance",2h 11m,Dipak Oli,"DAR Movies & Films,RR Film Production","3 Bhadra, 2079, 19 August, 2022",https://img.youtube.com/vi/ZAj6embt8OY/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/krishna-leela
Michael Adhikari(2022),"PLOT Michael Adhikari film depicts the socio-economic aspect of our society. It tells the story of a poor couple where a husband tries to convince her wife to carry sterile couple's baby in her womb for money. Protagonist's desire to be wealthy in short time leads to unexpected twists and turns touching so many ethical and emotional values. This film tells the bitter truth that when a person takes extra steps than a society's norms, s/he has to suffer dark consequences . Not only that, mother's love to child is so pure and priceless that no any power, position and property can buy it .","Saugat Malla, Shristi Shrestha",Romance,2h 12m,Ranjit Rouniyar,Gopi Krishna Movies,"3 Bhadra, 2079, 19 August, 2022",https://img.youtube.com/vi/0WCj5Xl7n4s/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/maikal-adhikari
Ma(2022),"PLOT Struggling to find himself, Aayush’s suicide attempt becomes a catalyst for a profound journey of self-discovery. As his loved ones race against time to uncover the hidden pain behind his desperate act, Aayush grapples with homicidal thoughts and multiple attempts. Amidst this turmoil, his friends and family rally together, determined to help him find solace and understanding. The film delves into the complexities of mental health, compassion, and the power of human connection.","Nirajan Pradhan, Nisha Adhikari, Sabin Shrestha, Rubina Thapa, Saroj Khanal, Sanjog Rasaili, Poonam Shrestha","Drama,Mystery",1h 50m,Subarna Thapa,Kantipur Cinemas,"20 Shrawan, 2079, 5 August, 2022",,,,https://www.thefilmnepal.com/movie/ma
Pani Photo(2022),"PLOT Paaniphoto is a Nepali drama film written and directed by Khagendra Lamichhane and produced by Rojina Sitaula and Rabindra Bajracharya under the banner of Tukee Arts Production in association with Manjushree Film Production. The film is based on ‘Paaniphoto’ (Play) by Khagendra Lamichhane and the book released in 2011 by Aarohan Gurukul. It stars Menuka Pradhan, Anup Baral, Malika Mahat, Khagendra Lamichhane, and many others.","Menuka Pradhan, Anup Baral, Malika Mahat, Khagendra Lamichhane, Ramesh Adhikari, Prakash Ghimire, Maotse Gurung, Buddhi Tamang, Ajasra Dhungana, Pushpa Yadav, Sulakchan Bharati, Tikabhakta Jirel, Kamal Mani Nepal, Arjun Poudel","Drama,Family",2h 40m,Khagendra Lamichhane,"Tukee Arts,Manjushree Film Production","13 Shrawan, 2079, 29 July, 2022",https://img.youtube.com/vi/l2jiRyd1nUs/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/pani-photo
Samjhana Birsana(2022),Plot not found,"Akash Shrestha, Pooja Sharma, Chhulthim Gurung, Sunil Thapa, Shishir Rana","Drama,Romance",,Nimesh Pradhan,Aaduitya Films,"31 Asar, 2079, 15 July, 2022",https://img.youtube.com/vi/_eK5JuqDVRQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/samjhana-birsana
Dokh(2022),Plot not found,"Deeya MaskeyRukki, Manish NiraulaRonit, Lokmani SapkotaPatre, Maotse GurungGhanshyam, Raj Thapa KauchaBalindra, Saugat MallaComrade Sangeet, Roy DivNaike, Kamal DevkotaGuji, Sajan Thapa MagarDalle, Anoj PandeyNuri, Diwaaz Rai KirateeDhane, Rajat RaiHarke, Dev NeupaneHulaki, Keshav RaiTanke, Kiran Chamling RaiSurya, Lila Raj KhatiwadaArmy Major",Drama,2h 15m,Anup Baral,"Green Hills Entertainment,SGT Production","24 Asar, 2079, 8 July, 2022",,,,https://www.thefilmnepal.com/movie/dokh
Ghanachakkar(2022),Plot not found,"Saugat Malla, Salon Basnet, Shishir Bangdel, Aashant Sharma, Krishna Bhakta Maharjan, Pravan Bhusal, Janak Gharti Magar",Drama,2h 5m,Jeetendra Rajopadhyaya,Bhatta And Sons Production,"10 Asar, 2079, 24 June, 2022",https://img.youtube.com/vi/Lzk3vvcJwB0/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/ghanachakkar
Chiso Manchhe(2022),"PLOT When a Nepalese worker dies in Qatar, his wife Puspa (Swastima Khadka) and father (Desh Bhakta Khanal) travel to Kathmandu to retrieve his body. They meet a driver, Ram (Arpan Thapa) who offers to take them back to their hometown. The plot revolves around Puspa, who has spent her entire life in rural Nepal. Her journey from the city back home is the subject of the narrative.","Swastima KhadkaPuspa, Deshbhakta KhanalPuspa's Father-in-law, Arpan ThapaRam, Aashant Sharma, Prabhakar Neupane, Ram Babu Regmi",Drama,2h 0m,Dipendra K Khanal,DS Digital,"3 Asar, 2079, 17 June, 2022",https://img.youtube.com/vi/PXyQ-j4OZO8/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/chiso-manchhe
Kabaddi 4 - The Final Match(2022),"PLOT The Nepali movie Kabaddi 4 presents a captivating narrative centered around Kaji and Bam Kaji. Struggling with relationship challenges, Kaji aims to become a monk, avoiding marriage by taking up a teaching job. The plot thickens with Shanti's arrival, whose visit to her mother sparks an unexpected journey with both cousins. As Bam Kaji develops feelings for Shanti, a series of misunderstandings unfolds due to a letter, bringing professional repercussions for him. In a desperate attempt to win her heart, Bam Kaji resorts to extreme measures, including an attempted kidnapping. The movie reaches its climax when Kaji realizes his love for Shanti, leading to a dramatic rescue from a forced marriage. Kabaddi 4 concludes with Kaji and Shanti embracing their newfound affection, setting aside formal proposals. Filled with emotional depth, humor, and drama, Kabaddi 4 continues the legacy of the Kabaddi series, making it a must-watch for fans of Nepali cinema.","Dayahang RaiBir Kaji, Miruna MagarShanti, Saugat MallaBam Kaji, Buddhi TamangChantel, Bijay BaralB.K., Puskar GurungBir Kaji's Father, Kabita AleBir Kaji's Mother, Maotse GurungBam Kaji's Father, Birmaya GurungBam Kaji's Mother, Prakash GhimirePrincipal, Kamal Mani NepalGuard, Upendra SubbaDhami, Gaumaya GurungPamphi, Lal Shova Gurung, Sharadha AdhikariRekha, Jayananda Lama","Comedy,Drama",2h 17m,Ram Babu Gurung,"Sushma Productions,Baasuri Films","13 Jestha, 2079, 27 May, 2022",https://img.youtube.com/vi/wbxuPStELi4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/kabaddi-4-the-final-match
Life in LA(2022),Plot not found,"Akesha Bista, Bash Bissu, Shilpa Maskey, Gaurav Pahari, Buddhi Tamang, Jayandra Chiluwal, Lokendra Lekhak, Jared Billups, Sam Bhujel, Pradeep Acharya",Drama,2h 20m,Surya Shrestha,Bash Entertainment,"6 Jestha, 2079, 20 May, 2022",https://img.youtube.com/vi/TycftkVIWec/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/life-in-la
Lakka Jawan(2022),Plot not found,"Priyanka Karki, Dilip Rayamajhi, Salon Basnet, Barsha Siwakoti, Kiran K.C., Rajaram Poudyal, Shiva Hari Poudel, Sushil Pokhrel, Surendra K.C., Jayananda Lama, Saroj Khanal, Sabita Gurung, Anju Maharjan, Narendra Kanskar, Rabi Dangol, Deshbhakta Khanal, Mukunda Mainali, Ramesh K.C.","Comedy,Romance",2h 24m,,Aama Banglamukhi Films,"23 Baisakh, 2079, 6 May, 2022",https://img.youtube.com/vi/8BmoLPdSFFo/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/lakka-jawan
Shatkon(2022),Plot not found,"Karma Shakya, Suyesha Adhikari, Lokendra Lekhak",Drama,1h 45m,Milan Di Kapri,Clementine Production,"23 Baisakh, 2079, 6 May, 2022",https://img.youtube.com/vi/VQMGAidoJbQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/shatkon
Mantra(2022),Plot not found,"Saugat Malla, Buddhi Tamang, Rejina Gurung","Drama,Romance",2h 18m,Khil Bahadur Gurung,Gorkha Siranchowk and Ligligkot Films,"16 Baisakh, 2079, 29 April, 2022",,,,https://www.thefilmnepal.com/movie/mantra
A Mero Hajur 4(2022),PLOT It follows a vibrant couple as they meet and fall in love. Some unexpected things happen that make everything take a turn. Will everything be sorted out between them?,"Anmol K.C.Prem, Suhana ThapaArya, Saroj Khanal, Laxmi Giri, Rabi Giri, Rakshya Gautam, Rear Rai, Nirmal Sharma, Shyam Rai, Prakash Shrestha, Tulasha Upreti, Jay Pradhan, Deepa Shakya Shrestha, Basanta Adhikari, Salon Basnet, Nirajan Pradhan","Drama,Romance",2h 37m,Jharana Thapa,Suhana Entertainment,"1 Baisakh, 2079, 14 April, 2022",https://img.youtube.com/vi/QXxeqtZuos4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/a-mero-hajur-4
Ma Yesto Geet Gauchhu 2(2022),Plot not found,"Paul ShahPaul, Pooja SharmaChhaya, Harihar SharmaChhaya's Father, Ganesh Giri, Sonica Rokaya, Raja Rajendra Pokharel, Bishal Pahadi, Karan Basnet, Salina Tamang, Laxmi Rai, Bhawana Khapangi Magar, Simoni Shrestha Rajlawat","Drama,Romance",2h 16m,Sudarshan Thapa,Sudarshan Thapa Production,"29 Falgun, 2078, 13 March, 2022",https://img.youtube.com/vi/EK7B-hM7bIY/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/ma-yesto-geet-gauchhu-2
Chapali Height 3(2022),"PLOT In Chapali Height 3, directed by Nikes Khadka, we follow a gripping crime thriller. The film revolves around a complex web of secrets, betrayal, and suspense. While the exact details of the plot are not widely available, we know that the movie features a talented cast including Swastima Khadka, Amir Gautam, Supuspa Bhatt, and Mahesh Tripathi. Unfortunately, specific plot points remain elusive, leaving us intrigued and eager to discover the twists and turns that await us on the screen.","Swastima Khadka, Supuspa Bhatta, Lokendra Lekhak, Bishal Pahari, Jiban Bhattarai, Sushma Niraula, Amir Gautam, Mahesh Tripathi, Pratik Man Shrestha, Arpan Thapa, Deepa Shree Niraula, Laxmi Bardewa","Romance,Thriller",2h 15m,Nikesh Khadka,Arjun Kumar Films,"30 Paush, 2078, 14 January, 2022",https://img.youtube.com/vi/h-TlDdU1fvc/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/chapali-height-3
Churi Phuri(2021),"PLOT “Churifuri” is a comedy-oriented film that revolves around the younger generation. The story humorously portrays the challenges faced by people involved in buying and selling land, highlighting the deceptive practices of brokers. The film features an ensemble cast, including Shishir Bhandari, Rabindra Jha, Dipak Acharya, and others. Expect laughter, witty dialogues, and unexpected twists as the characters navigate their way through hilarious situations.","Laxmi Dhakal, Sunita Shrestha, Surbir Pandit, Dipak Acharya, Pawan Khatiwada, Subodh Gautam, Shishir Bhandari, Rabindra Jha",Drama,,Rishi Raj Acharya,RB Movies,"9 Paush, 2078, 24 December, 2021",https://img.youtube.com/vi/QNgeKgxbh_0/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/churi-phuri
Gorkhe(2021),Plot not found,Santosh Dhakal,"Drama,Action",2h 18m,Santosh Dhakal,Koju Entertainment,"21 Falgun, 2077, 5 March, 2021",https://img.youtube.com/vi/xiOsPlg29Ak/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/gorkhe
Queen(2020),Plot not found,"Rajendra Chaudhari, Seraf Kayastha, Kasish Dahal","Adventure,Drama",,B.S. Balami,Shree Bajra Creation,"7 Paush, 2077, 22 December, 2020",,,,https://www.thefilmnepal.com/movie/queen
Nigma(2020),Plot not found,"D.B.Dong, Surendra Khadka, Kumar Moktan, Chanchali Lama",Drama,2h 18m,D.B.Dong,N/A,"3 Paush, 2077, 18 December, 2020",,,,https://www.thefilmnepal.com/movie/nigma
Mirage(2020),Plot not found,Prakash Subba,Romance,2hr 18m,,N/A,"3 Paush, 2077, 18 December, 2020",,,,https://www.thefilmnepal.com/movie/mirage
Aarusi(2020),Plot not found,"Udaya Subba, Bir Bahadur Gurung, Sahara Pradhan",Drama,2hr 18m,Udaya Subba,N/A,"3 Paush, 2077, 18 December, 2020",,,,https://www.thefilmnepal.com/movie/aarusi
Sarakhusi Sameti(2020),Plot not found,"Prem Sharma Poudel, Chandra Prakash Poudel",Romance,2hr 18m,Prem Sharma Poudel,N/A,"3 Paush, 2077, 18 December, 2020",,,,https://www.thefilmnepal.com/movie/sarakhusi-sameti
Kipat(2020),Plot not found,"Janak Bomjan, Shayam Maya Tamang, Lakh Man Yonjan Tamang",Romance,2hr 18m,Lakh Man Yonjan Tamang,N/A,"3 Paush, 2077, 18 December, 2020",,,,https://www.thefilmnepal.com/movie/kipat
Samhalinchha Kahile Mann(2020),Plot not found,"Sudarshan Thapa, Ajit Kumar Thapa, Mahesh Dawadi",Drama,2hr 18m,Sudarshan Thapa,AB International,"3 Paush, 2077, 18 December, 2020",https://img.youtube.com/vi/E_z2u__GeQ4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/samhalinchha-kahile-mann-2
Sajnaa Ke Angnaa(2020),Plot not found,"Nirajan Kumar Mehata, Roshani Kumari Shah",Drama,2hr 18m,Nirajan Kumar Mehata,N/A,"3 Paush, 2077, 18 December, 2020",,,,https://www.thefilmnepal.com/movie/sajnaa-ke-angnaa
Bichchhed(2020),Plot not found,Mukun Bhusal,Drama,,Satyaraj Chaulagain,"Simple Ad Media,Red Eye Films","2 Paush, 2077, 17 December, 2020",https://img.youtube.com/vi/xtekdXkVMwg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/bichchhed
Kiya(2020),Plot not found,"Bipana Thapa, Ankit Khadka, Anu Thapa, Dibya Dev Panta","Drama,Romance",2hr 18m,Ashim Chitrakar,N/A,"2 Paush, 2077, 17 December, 2020",,,,https://www.thefilmnepal.com/movie/kiya
Pardaphas(2020),Plot not found,"Shiva Acharya, Durga Poudel",Romance,2h 18m,Sudhan Dhital,N/A,"2 Paush, 2077, 17 December, 2020",https://img.youtube.com/vi/_ei9J7WjKzA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/pardaphas
Pallabi(2020),Plot not found,"Sima Rimal, Amit Jang Shah","Drama,Romance",2h 18m,Sushil Pangeni,N/A,"1 Paush, 2077, 16 December, 2020",,,,https://www.thefilmnepal.com/movie/pallabi
Bhagyamani(2020),Plot not found,"Bishal Thapa, Sangit Thapa",Drama,2hr 18m,,N/A,"1 Paush, 2077, 16 December, 2020",,,,https://www.thefilmnepal.com/movie/bhagyamani
